Int1	Int2	Correlation	Sign	Edge_Width(abs(correlation)*10)	Pvalue
Dickeya dadantii 3937	Bacillus coahuilensis m4-4	0.834198439695	+	8.34198439695	8.27686093045e-204
Dickeya dadantii 3937	gamma proteobacterium NOR5-3	0.839277175168	+	8.39277175168	1.30095815804e-208
Dickeya dadantii 3937	Pantoea sp. At-9b	0.910039709596	+	9.10039709596	1.52385494417e-300
Dickeya dadantii 3937	Proteus penneri ATCC 35198	0.868806995865	+	8.68806995865	2.58196303883e-240
Dickeya dadantii 3937	Grimontia hollisae CIP 101886	0.910287733694	+	9.10287733694	5.46009143773e-301
Dickeya dadantii 3937	Vibrio anguillarum 775	0.801555760521	+	8.01555760521	2.15343303205e-176
Dickeya dadantii 3937	Pseudomonas syringae pv. morsprunorum str. M302280	0.809643471197	+	8.09643471197	1.09617334514e-182
Dickeya dadantii 3937	Plautia stali symbiont	0.910317996845	+	9.10317996845	4.81640443441e-301
Dickeya dadantii 3937	Buchnera aphidicola str. Ak (Acyrthosiphon kondoi)	0.86465719031	+	8.6465719031	2.05142564476e-235
Dickeya dadantii 3937	Dickeya dadantii Ech586	0.901033166206	+	9.01033166206	3.53051870946e-285
Dickeya dadantii 3937	Baumannia cicadellinicola str. Hc (Homalodisca coagulata)	0.84288964704	+	8.4288964704	3.92978951582e-212
Dickeya dadantii 3937	Dermacoccus sp. Ellin185	0.813319534448	+	8.13319534448	1.19884386602e-185
Dickeya dadantii 3937	Pantoea sp. aB	0.919905047873	+	9.19905047873	2.38243395081e-319
Dickeya dadantii 3937	Photorhabdus asymbiotica	0.872861548896	+	8.72861548896	2.8830007419e-245
Dickeya dadantii 3937	Pectobacterium carotovorum subsp. carotovorum PC1	0.924714001524	+	9.24714001524	0.0
Dickeya dadantii 3937	Pectobacterium atrosepticum SCRI1043	0.892754063768	+	8.92754063768	2.63113382209e-272
Streptococcus mitis SK321	Streptococcus sp. C300	0.800877882068	+	8.00877882068	7.03633502854e-176
Streptococcus mitis SK321	Streptococcus sp. M334	0.954103531	+	9.54103531	0.0
Streptococcus mitis SK321	Streptococcus mitis SK564	0.96549386278	+	9.6549386278	0.0
Streptococcus mitis SK321	Streptococcus sp. M143	0.822166705173	+	8.22166705173	4.73139050034e-193
Buchnera aphidicola str. Sg (Schizaphis graminum)	Rahnella aquatilis CIP 78.65 = ATCC 33071	0.821155957726	+	8.21155957726	3.47928823769e-192
Buchnera aphidicola str. Sg (Schizaphis graminum)	Dickeya zeae Ech1591	0.824276049193	+	8.24276049193	7.06008959376e-195
Buchnera aphidicola str. Sg (Schizaphis graminum)	Eubacterium rectale M104/1	-0.302787187563	-	3.02787187563	4.81309584985e-18
Buchnera aphidicola str. Sg (Schizaphis graminum)	Dickeya dadantii Ech703	0.857656703789	+	8.57656703789	1.66037786959e-227
Buchnera aphidicola str. Sg (Schizaphis graminum)	Micrococcus luteus SK58	0.811428421776	+	8.11428421776	4.07574466535e-184
Buchnera aphidicola str. Sg (Schizaphis graminum)	Sodalis glossinidius str. 'morsitans'	0.827191900869	+	8.27191900869	1.92181097537e-197
Buchnera aphidicola str. Sg (Schizaphis graminum)	Xenorhabdus bovienii SS-2004	0.851361887591	+	8.51361887591	9.50197675269e-221
Buchnera aphidicola str. Sg (Schizaphis graminum)	Bacillus coahuilensis m4-4	0.818625743609	+	8.18625743609	4.8618011437e-190
Buchnera aphidicola str. Sg (Schizaphis graminum)	Rheinheimera sp. A13L	0.800938846811	+	8.00938846811	6.32677317456e-176
Buchnera aphidicola str. Sg (Schizaphis graminum)	gamma proteobacterium NOR5-3	0.829901168629	+	8.29901168629	7.19072484494e-200
Buchnera aphidicola str. Sg (Schizaphis graminum)	Pantoea sp. At-9b	0.824045418363	+	8.24045418363	1.12116401876e-194
Buchnera aphidicola str. Sg (Schizaphis graminum)	Proteus penneri ATCC 35198	0.828162140765	+	8.28162140765	2.6270863446e-198
Buchnera aphidicola str. Sg (Schizaphis graminum)	Grimontia hollisae CIP 101886	0.846880486019	+	8.46880486019	3.9879821157e-216
Buchnera aphidicola str. Sg (Schizaphis graminum)	Vibrio anguillarum 775	0.822878821833	+	8.22878821833	1.15129610425e-193
Buchnera aphidicola str. Sg (Schizaphis graminum)	Pseudomonas syringae pv. morsprunorum str. M302280	0.822733480143	+	8.22733480143	1.53704494051e-193
Buchnera aphidicola str. Sg (Schizaphis graminum)	Dickeya dadantii Ech586	0.835678661035	+	8.35678661035	3.42624393681e-205
Buchnera aphidicola str. Sg (Schizaphis graminum)	Dermacoccus sp. Ellin185	0.811269156002	+	8.11269156002	5.47509113363e-184
Buchnera aphidicola str. Sg (Schizaphis graminum)	Pantoea sp. aB	0.826774381964	+	8.26774381964	4.50767233597e-197
Buchnera aphidicola str. Sg (Schizaphis graminum)	Photorhabdus asymbiotica	0.854170421236	+	8.54170421236	1.00498310229e-223
Buchnera aphidicola str. Sg (Schizaphis graminum)	Pectobacterium carotovorum subsp. carotovorum PC1	0.821588156207	+	8.21588156207	1.48471737178e-192
Buchnera aphidicola str. Sg (Schizaphis graminum)	Pectobacterium atrosepticum SCRI1043	0.836659046138	+	8.36659046138	4.08491389653e-206
unidentified eubacterium SCB49	Streptococcus equinus ATCC 9812	-0.319595008991	-	3.19595008991	4.98404447231e-20
Streptococcus sp. oral taxon 056 str. F0418	Streptococcus sp. 2_1_36FAA	0.867719877042	+	8.67719877042	5.14826555175e-239
Streptococcus sp. oral taxon 056 str. F0418	Streptococcus sanguinis SK36	0.86638325782	+	8.6638325782	1.96754909473e-237
Prevotella disiens FB035-09AN	Lactococcus lactis subsp. cremoris SK11	-0.345527779408	-	3.45527779408	2.39321598431e-23
Prevotella disiens FB035-09AN	Actinomyces sp. oral taxon 175 str. F0384	-0.373425206726	-	3.73425206726	2.77703651989e-27
Prevotella disiens FB035-09AN	Slackia heliotrinireducens DSM 20476	-0.306245855201	-	3.06245855201	1.92475072421e-18
Prevotella disiens FB035-09AN	Propionibacterium freudenreichii subsp. shermanii CIRM-BIA1	-0.353249808211	-	3.53249808211	2.13074098997e-24
Prevotella disiens FB035-09AN	Lactobacillus casei BD-II	-0.375143605775	-	3.75143605775	1.54260546197e-27
Prevotella disiens FB035-09AN	Lactobacillus coryniformis subsp. coryniformis KCTC 3167	-0.313155064939	-	3.13155064939	2.97280340356e-19
Prevotella disiens FB035-09AN	Actinomyces sp. oral taxon 170 str. F0386	-0.401168203533	-	4.01168203533	1.34796056463e-31
Prevotella disiens FB035-09AN	Oenococcus oeni AWRIB429	-0.402509494154	-	4.02509494154	8.13785686006e-32
Prevotella disiens FB035-09AN	Slackia exigua ATCC 700122	-0.317325700116	-	3.17325700116	9.39815049319e-20
Prevotella disiens FB035-09AN	Actinomyces odontolyticus F0309	-0.338417616238	-	3.38417616238	2.09210114484e-22
Prevotella disiens FB035-09AN	Eubacterium hallii DSM 3353	-0.316910356202	-	3.16910356202	1.05488196762e-19
Prevotella disiens FB035-09AN	Cryptobacterium curtum DSM 15641	-0.309519556464	-	3.09519556464	7.99259253734e-19
Rahnella sp. Y9602	Salmonella enterica subsp. enterica serovar Dublin str. SD3246	0.815068859632	+	8.15068859632	4.43107398466e-187
Rahnella sp. Y9602	Enterobacter asburiae LF7a	0.884803516949	+	8.84803516949	6.66532454224e-261
Rahnella sp. Y9602	Proteus mirabilis HI4320	0.80481598475	+	8.0481598475	6.78975875121e-179
Rahnella sp. Y9602	Rahnella aquatilis CIP 78.65 = ATCC 33071	0.914856105799	+	9.14856105799	1.93757042129e-309
Rahnella sp. Y9602	Dickeya zeae Ech1591	0.896967456349	+	8.96967456349	1.01442487548e-278
Rahnella sp. Y9602	Enterobacter cloacae subsp. cloacae NCTC 9394	0.809484531452	+	8.09484531452	1.46706498309e-182
Rahnella sp. Y9602	Dickeya dadantii Ech703	0.897817642226	+	8.97817642226	4.76746519076e-280
Rahnella sp. Y9602	Sodalis glossinidius str. 'morsitans'	0.863818626152	+	8.63818626152	1.9163384122e-234
Rahnella sp. Y9602	Xenorhabdus bovienii SS-2004	0.900318575325	+	9.00318575325	5.04755599577e-284
Rahnella sp. Y9602	gamma proteobacterium NOR5-3	0.83927057717	+	8.3927057717	1.32011623708e-208
Rahnella sp. Y9602	Pantoea sp. At-9b	0.898760228274	+	8.98760228274	1.55696286053e-281
Rahnella sp. Y9602	Proteus penneri ATCC 35198	0.85482617823	+	8.5482617823	1.98777284395e-224
Rahnella sp. Y9602	Grimontia hollisae CIP 101886	0.882596596896	+	8.82596596896	6.92845406335e-258
Rahnella sp. Y9602	Plautia stali symbiont	0.907413308792	+	9.07413308792	6.6872050811e-296
Rahnella sp. Y9602	Buchnera aphidicola str. Ak (Acyrthosiphon kondoi)	0.807086567677	+	8.07086567677	1.15263764732e-180
Rahnella sp. Y9602	Dickeya dadantii Ech586	0.885832424579	+	8.85832424579	2.48966917955e-262
Rahnella sp. Y9602	Baumannia cicadellinicola str. Hc (Homalodisca coagulata)	0.806187691042	+	8.06187691042	5.82465174135e-180
Rahnella sp. Y9602	Pantoea sp. aB	0.919546196333	+	9.19546196333	1.26673985003e-318
Rahnella sp. Y9602	Photorhabdus asymbiotica	0.825677813922	+	8.25677813922	4.1844332372e-196
Rahnella sp. Y9602	Pectobacterium carotovorum subsp. carotovorum PC1	0.919195308172	+	9.19195308172	6.44149943341e-318
Rahnella sp. Y9602	Pectobacterium atrosepticum SCRI1043	0.904399759666	+	9.04399759666	9.63694548966e-291
Salmonella enterica subsp. enterica serovar Dublin str. SD3246	Enterobacter asburiae LF7a	0.867301043787	+	8.67301043787	1.61927711873e-238
Salmonella enterica subsp. enterica serovar Dublin str. SD3246	Rahnella aquatilis CIP 78.65 = ATCC 33071	0.887875778578	+	8.87875778578	3.30876376879e-265
Salmonella enterica subsp. enterica serovar Dublin str. SD3246	Dickeya zeae Ech1591	0.906795191097	+	9.06795191097	7.90038132154e-295
Salmonella enterica subsp. enterica serovar Dublin str. SD3246	Enterobacter cloacae subsp. cloacae NCTC 9394	0.82535177932	+	8.2535177932	8.09176246574e-196
Salmonella enterica subsp. enterica serovar Dublin str. SD3246	Eubacterium rectale M104/1	-0.31717741115	-	3.1717741115	9.79400763412e-20
Salmonella enterica subsp. enterica serovar Dublin str. SD3246	Dickeya dadantii Ech703	0.876597374361	+	8.76597374361	5.54667853706e-250
Salmonella enterica subsp. enterica serovar Dublin str. SD3246	Micrococcus luteus SK58	0.828160545162	+	8.28160545162	2.63572488745e-198
Salmonella enterica subsp. enterica serovar Dublin str. SD3246	Sodalis glossinidius str. 'morsitans'	0.888504536479	+	8.88504536479	4.20035039421e-266
Salmonella enterica subsp. enterica serovar Dublin str. SD3246	Xenorhabdus bovienii SS-2004	0.896052085394	+	8.96052085394	2.64875267016e-277
Salmonella enterica subsp. enterica serovar Dublin str. SD3246	Bacillus coahuilensis m4-4	0.887494533848	+	8.87494533848	1.14967590858e-264
Salmonella enterica subsp. enterica serovar Dublin str. SD3246	Rheinheimera sp. A13L	0.917722638192	+	9.17722638192	5.47945941746e-315
Salmonella enterica subsp. enterica serovar Dublin str. SD3246	Pantoea sp. At-9b	0.929863248303	+	9.29863248303	0.0
Salmonella enterica subsp. enterica serovar Dublin str. SD3246	Proteus penneri ATCC 35198	0.845718241701	+	8.45718241701	5.96349529954e-215
Salmonella enterica subsp. enterica serovar Dublin str. SD3246	Propionibacterium acnes HL099PA1	-0.327993889467	-	3.27993889467	4.54384255182e-21
Salmonella enterica subsp. enterica serovar Dublin str. SD3246	Pseudomonas syringae pv. morsprunorum str. M302280	0.893008189277	+	8.93008189277	1.09885150644e-272
Salmonella enterica subsp. enterica serovar Dublin str. SD3246	Plautia stali symbiont	0.841670391653	+	8.41670391653	6.1981229957e-211
Salmonella enterica subsp. enterica serovar Dublin str. SD3246	Dickeya dadantii Ech586	0.93986395956	+	9.3986395956	0.0
Salmonella enterica subsp. enterica serovar Dublin str. SD3246	Dermacoccus sp. Ellin185	0.917192676835	+	9.17192676835	6.02068737125e-314
Salmonella enterica subsp. enterica serovar Dublin str. SD3246	Pantoea sp. aB	0.866979336954	+	8.66979336954	3.89424409071e-238
Salmonella enterica subsp. enterica serovar Dublin str. SD3246	Photorhabdus asymbiotica	0.822571641647	+	8.22571641647	2.11980309929e-193
Salmonella enterica subsp. enterica serovar Dublin str. SD3246	Pectobacterium carotovorum subsp. carotovorum PC1	0.880420358185	+	8.80420358185	5.71028317154e-255
Salmonella enterica subsp. enterica serovar Dublin str. SD3246	Pectobacterium atrosepticum SCRI1043	0.904784309045	+	9.04784309045	2.16408110754e-291
Prevotella sp. oral taxon 317 str. F0108	Eggerthella lenta DSM 2243	-0.313919711247	-	3.13919711247	2.410267828e-19
Enterobacter asburiae LF7a	Proteus mirabilis HI4320	0.800729364675	+	8.00729364675	9.11466873059e-176
Enterobacter asburiae LF7a	Rahnella aquatilis CIP 78.65 = ATCC 33071	0.907273466392	+	9.07273466392	1.17090846172e-295
Enterobacter asburiae LF7a	Dickeya zeae Ech1591	0.899734993577	+	8.99734993577	4.36563799426e-283
Enterobacter asburiae LF7a	Enterobacter cloacae subsp. cloacae NCTC 9394	0.923790319063	+	9.23790319063	0.0
Enterobacter asburiae LF7a	Dickeya dadantii Ech703	0.885078957851	+	8.85078957851	2.77311335934e-261
Enterobacter asburiae LF7a	Sodalis glossinidius str. 'morsitans'	0.884875486796	+	8.84875486796	5.30154162191e-261
Enterobacter asburiae LF7a	Xenorhabdus bovienii SS-2004	0.896120933754	+	8.96120933754	2.074618231e-277
Enterobacter asburiae LF7a	Rheinheimera sp. A13L	0.801782934076	+	8.01782934076	1.44663373706e-176
Enterobacter asburiae LF7a	gamma proteobacterium NOR5-3	0.80890086646	+	8.0890086646	4.26799985048e-182
Enterobacter asburiae LF7a	Pantoea sp. At-9b	0.922419406727	+	9.22419406727	0.0
Enterobacter asburiae LF7a	Proteus penneri ATCC 35198	0.838955284183	+	8.38955284183	2.65255434379e-208
Enterobacter asburiae LF7a	Grimontia hollisae CIP 101886	0.839757168415	+	8.39757168415	4.48355587316e-209
Enterobacter asburiae LF7a	Propionibacterium acnes HL099PA1	-0.305016295404	-	3.05016295404	2.66988283778e-18
Enterobacter asburiae LF7a	Vibrio anguillarum 775	0.801292403583	+	8.01292403583	3.41304228975e-176
Enterobacter asburiae LF7a	Haemophilus ducreyi 35000HP	0.804498440014	+	8.04498440014	1.19551224028e-178
Enterobacter asburiae LF7a	Plautia stali symbiont	0.872792441955	+	8.72792441955	3.51292538808e-245
Enterobacter asburiae LF7a	Dickeya dadantii Ech586	0.901463235069	+	9.01463235069	7.05193461958e-286
Enterobacter asburiae LF7a	Pantoea sp. aB	0.913285882401	+	9.13285882401	1.75472913458e-306
Enterobacter asburiae LF7a	Photorhabdus asymbiotica	0.801353502576	+	8.01353502576	3.06736878048e-176
Enterobacter asburiae LF7a	Pectobacterium carotovorum subsp. carotovorum PC1	0.912003516452	+	9.12003516452	4.14673633879e-304
Enterobacter asburiae LF7a	Pectobacterium atrosepticum SCRI1043	0.912430888256	+	9.12430888256	6.77255576291e-305
Proteus mirabilis HI4320	Rahnella aquatilis CIP 78.65 = ATCC 33071	0.832993392831	+	8.32993392831	1.08079391435e-202
Proteus mirabilis HI4320	Dickeya zeae Ech1591	0.849942234077	+	8.49942234077	2.87502794326e-219
Proteus mirabilis HI4320	Dickeya dadantii Ech703	0.841975134253	+	8.41975134253	3.11753908469e-211
Proteus mirabilis HI4320	Sodalis glossinidius str. 'morsitans'	0.842570914616	+	8.42570914616	8.10031951442e-212
Proteus mirabilis HI4320	Xenorhabdus bovienii SS-2004	0.845511107081	+	8.45511107081	9.63481802915e-215
Proteus mirabilis HI4320	Pantoea sp. At-9b	0.838608697026	+	8.38608697026	5.70218070901e-208
Proteus mirabilis HI4320	Proteus penneri ATCC 35198	0.867830388744	+	8.67830388744	3.8024732817e-239
Proteus mirabilis HI4320	Grimontia hollisae CIP 101886	0.804767354714	+	8.04767354714	7.40476224279e-179
Proteus mirabilis HI4320	Plautia stali symbiont	0.805010981895	+	8.05010981895	4.79458474766e-179
Proteus mirabilis HI4320	Dickeya dadantii Ech586	0.838152337661	+	8.38152337661	1.55771918276e-207
Proteus mirabilis HI4320	Pantoea sp. aB	0.83843708908	+	8.3843708908	8.32379283455e-208
Proteus mirabilis HI4320	Photorhabdus asymbiotica	0.806515402572	+	8.06515402572	3.22990014395e-180
Proteus mirabilis HI4320	Pectobacterium carotovorum subsp. carotovorum PC1	0.835348877114	+	8.35348877114	6.98462576079e-205
Proteus mirabilis HI4320	Pectobacterium atrosepticum SCRI1043	0.841723309149	+	8.41723309149	5.50149973259e-211
Methylibium petroleiphilum PM1	Burkholderia sp. CCGE1002	0.819666242327	+	8.19666242327	6.43674386829e-191
Methylibium petroleiphilum PM1	Herbaspirillum seropedicae SmR1	0.850856792822	+	8.50856792822	3.20952444784e-220
Oscillibacter valericigenes Sjm18-20	Fusobacterium ulcerans ATCC 49185	-0.413644248281	-	4.13644248281	1.1271748798e-33
Rahnella aquatilis CIP 78.65 = ATCC 33071	Dickeya zeae Ech1591	0.94116717599	+	9.4116717599	0.0
Rahnella aquatilis CIP 78.65 = ATCC 33071	Enterobacter cloacae subsp. cloacae NCTC 9394	0.83068272156	+	8.3068272156	1.40821943937e-200
Rahnella aquatilis CIP 78.65 = ATCC 33071	Eubacterium rectale M104/1	-0.322834183414	-	3.22834183414	1.99661762152e-20
Rahnella aquatilis CIP 78.65 = ATCC 33071	Dickeya dadantii Ech703	0.929450555262	+	9.29450555262	0.0
Rahnella aquatilis CIP 78.65 = ATCC 33071	Micrococcus luteus SK58	0.843430598423	+	8.43430598423	1.14713826792e-212
Rahnella aquatilis CIP 78.65 = ATCC 33071	Sodalis glossinidius str. 'morsitans'	0.910708628725	+	9.10708628725	9.50174485335e-302
Rahnella aquatilis CIP 78.65 = ATCC 33071	Xenorhabdus bovienii SS-2004	0.938278715912	+	9.38278715912	0.0
Rahnella aquatilis CIP 78.65 = ATCC 33071	Bacillus coahuilensis m4-4	0.861418543975	+	8.61418543975	1.05807730445e-231
Rahnella aquatilis CIP 78.65 = ATCC 33071	Rheinheimera sp. A13L	0.852472322728	+	8.52472322728	6.43732546185e-222
Rahnella aquatilis CIP 78.65 = ATCC 33071	gamma proteobacterium NOR5-3	0.849420414226	+	8.49420414226	9.97923902782e-219
Rahnella aquatilis CIP 78.65 = ATCC 33071	Pantoea sp. At-9b	0.94284652298	+	9.4284652298	0.0
Rahnella aquatilis CIP 78.65 = ATCC 33071	Proteus penneri ATCC 35198	0.88566019945	+	8.8566019945	4.32584749521e-262
Rahnella aquatilis CIP 78.65 = ATCC 33071	Grimontia hollisae CIP 101886	0.890666775967	+	8.90666775967	3.15559455136e-269
Rahnella aquatilis CIP 78.65 = ATCC 33071	Propionibacterium acnes HL099PA1	-0.300416797079	-	3.00416797079	8.95691975819e-18
Rahnella aquatilis CIP 78.65 = ATCC 33071	Vibrio anguillarum 775	0.839035639742	+	8.39035639742	2.22070388134e-208
Rahnella aquatilis CIP 78.65 = ATCC 33071	Haemophilus ducreyi 35000HP	0.824861977398	+	8.24861977398	2.17366643141e-195
Rahnella aquatilis CIP 78.65 = ATCC 33071	Pseudomonas syringae pv. morsprunorum str. M302280	0.845255219571	+	8.45255219571	1.74100547193e-214
Rahnella aquatilis CIP 78.65 = ATCC 33071	Plautia stali symbiont	0.908877909936	+	9.08877909936	1.79408419428e-298
Rahnella aquatilis CIP 78.65 = ATCC 33071	Buchnera aphidicola str. Ak (Acyrthosiphon kondoi)	0.830801549826	+	8.30801549826	1.0982259054e-200
Rahnella aquatilis CIP 78.65 = ATCC 33071	Dickeya dadantii Ech586	0.937847058185	+	9.37847058185	0.0
Rahnella aquatilis CIP 78.65 = ATCC 33071	Baumannia cicadellinicola str. Hc (Homalodisca coagulata)	0.813470928354	+	8.13470928354	9.02417402303e-186
Rahnella aquatilis CIP 78.65 = ATCC 33071	Dermacoccus sp. Ellin185	0.856907777125	+	8.56907777125	1.09926214536e-226
Rahnella aquatilis CIP 78.65 = ATCC 33071	Pantoea sp. aB	0.931978207434	+	9.31978207434	0.0
Rahnella aquatilis CIP 78.65 = ATCC 33071	Photorhabdus asymbiotica	0.87187671823	+	8.7187671823	4.76638641821e-244
Rahnella aquatilis CIP 78.65 = ATCC 33071	Pectobacterium carotovorum subsp. carotovorum PC1	0.942318467166	+	9.42318467166	0.0
Rahnella aquatilis CIP 78.65 = ATCC 33071	Pectobacterium atrosepticum SCRI1043	0.937499654723	+	9.37499654723	0.0
Lactobacillus buchneri NRRL B-30929	Leeuwenhoekiella blandensis MED217	-0.322931635737	-	3.22931635737	1.94208087434e-20
Lactobacillus buchneri NRRL B-30929	Bacteroides sp. 1_1_6	-0.337519155634	-	3.37519155634	2.74055536983e-22
Lactobacillus buchneri NRRL B-30929	Psychroflexus torquis ATCC 700755	-0.31486821781	-	3.1486821781	1.85648012146e-19
Lactobacillus buchneri NRRL B-30929	Bacteroides stercoris ATCC 43183	-0.359535571364	-	3.59535571364	2.82961698588e-25
Lactobacillus buchneri NRRL B-30929	Prevotella tannerae ATCC 51259	-0.325728232962	-	3.25728232962	8.73445905519e-21
Lactobacillus buchneri NRRL B-30929	Bacteroides coprocola DSM 17136	-0.368880111431	-	3.68880111431	1.29285604799e-26
Prevotella veroralis F0319	Eggerthella lenta DSM 2243	-0.351276571591	-	3.51276571591	3.97867252729e-24
Prevotella veroralis F0319	Prevotella dentalis DSM 3688	0.804258016647	+	8.04258016647	1.83349793787e-178
Parascardovia denticolens F0305	Bacteroides sp. 1_1_6	-0.309981914306	-	3.09981914306	7.05330624732e-19
Parascardovia denticolens F0305	Prevotella tannerae ATCC 51259	-0.301729052385	-	3.01729052385	6.35536493115e-18
Acinetobacter sp. RUH2624	Lactococcus lactis subsp. cremoris SK11	-0.374261461647	-	3.74261461647	2.08698336617e-27
Acinetobacter sp. RUH2624	Oenococcus oeni AWRIB429	-0.317113918001	-	3.17113918001	9.96848974488e-20
Eggerthella lenta DSM 2243	Prevotella dentalis DSM 3688	-0.316493204653	-	3.16493204653	1.18441626618e-19
Eggerthella lenta DSM 2243	Prevotella sp. oral taxon 472 str. F0295	-0.38266616369	-	3.8266616369	1.12809777028e-28
Eggerthella lenta DSM 2243	Prevotella oralis ATCC 33269	-0.346605546514	-	3.46605546514	1.71443102904e-23
Eggerthella lenta DSM 2243	Prevotella nigrescens ATCC 33563	-0.318330684105	-	3.18330684105	7.10138778804e-20
Dickeya zeae Ech1591	Enterobacter cloacae subsp. cloacae NCTC 9394	0.818603456408	+	8.18603456408	5.0762700037e-190
Dickeya zeae Ech1591	Eubacterium rectale M104/1	-0.320616649104	-	3.20616649104	3.73937221605e-20
Dickeya zeae Ech1591	Dickeya dadantii Ech703	0.937156764759	+	9.37156764759	0.0
Dickeya zeae Ech1591	Micrococcus luteus SK58	0.862093760031	+	8.62093760031	1.81274902323e-232
Dickeya zeae Ech1591	Sodalis glossinidius str. 'morsitans'	0.92292211026	+	9.2292211026	0.0
Dickeya zeae Ech1591	Xenorhabdus bovienii SS-2004	0.945405380563	+	9.45405380563	0.0
Dickeya zeae Ech1591	Bacillus coahuilensis m4-4	0.879256828475	+	8.79256828475	1.96098491036e-253
Dickeya zeae Ech1591	Rheinheimera sp. A13L	0.850624434445	+	8.50624434445	5.61005454339e-220
Dickeya zeae Ech1591	gamma proteobacterium NOR5-3	0.84268610339	+	8.4268610339	6.23815961144e-212
Dickeya zeae Ech1591	Pantoea sp. At-9b	0.955343285415	+	9.55343285415	0.0
Dickeya zeae Ech1591	Proteus penneri ATCC 35198	0.898694345328	+	8.98694345328	1.9797927162e-281
Dickeya zeae Ech1591	Grimontia hollisae CIP 101886	0.892449099646	+	8.92449099646	7.48081314747e-272
Dickeya zeae Ech1591	Vibrio anguillarum 775	0.847137987046	+	8.47137987046	2.18352247316e-216
Dickeya zeae Ech1591	Haemophilus ducreyi 35000HP	0.82587755185	+	8.2587755185	2.79177781062e-196
Dickeya zeae Ech1591	Neisseria mucosa ATCC 25996	0.80158367701	+	8.0158367701	2.05074707273e-176
Dickeya zeae Ech1591	Pseudomonas syringae pv. morsprunorum str. M302280	0.866838351826	+	8.66838351826	5.71641344281e-238
Dickeya zeae Ech1591	Plautia stali symbiont	0.922945325017	+	9.22945325017	0.0
Dickeya zeae Ech1591	Buchnera aphidicola str. Ak (Acyrthosiphon kondoi)	0.859077130407	+	8.59077130407	4.46982173622e-229
Dickeya zeae Ech1591	Dickeya dadantii Ech586	0.950863049053	+	9.50863049053	0.0
Dickeya zeae Ech1591	Baumannia cicadellinicola str. Hc (Homalodisca coagulata)	0.839909762028	+	8.39909762028	3.19319291813e-209
Dickeya zeae Ech1591	Dermacoccus sp. Ellin185	0.879210419046	+	8.79210419046	2.25633436012e-253
Dickeya zeae Ech1591	Pantoea sp. aB	0.946435084824	+	9.46435084824	0.0
Dickeya zeae Ech1591	Photorhabdus asymbiotica	0.887611991845	+	8.87611991845	7.83672809577e-265
Dickeya zeae Ech1591	Pectobacterium carotovorum subsp. carotovorum PC1	0.945909826647	+	9.45909826647	0.0
Dickeya zeae Ech1591	Pectobacterium atrosepticum SCRI1043	0.94005023555	+	9.4005023555	0.0
Streptococcus sp. 2_1_36FAA	Streptococcus sanguinis SK36	0.821337391159	+	8.21337391159	2.43418549778e-192
Burkholderia sp. CCGE1002	Burkholderia sp. CCGE1003	0.80611359352	+	8.0611359352	6.65431601767e-180
Burkholderia sp. CCGE1002	Herbaspirillum seropedicae SmR1	0.833141994109	+	8.33141994109	7.88171640854e-203
Haemophilus parainfluenzae ATCC 33392	Aggregatibacter segnis ATCC 33393	0.913778189364	+	9.13778189364	2.10480314994e-307
Haemophilus parainfluenzae ATCC 33392	Haemophilus haemolyticus M21639	0.951673720966	+	9.51673720966	0.0
Haemophilus parainfluenzae ATCC 33392	Haemophilus influenzae F3047	0.907622230636	+	9.07622230636	2.89114369122e-296
Cellulomonas fimi ATCC 484	Bacteroides sp. 1_1_6	-0.348787788869	-	3.48787788869	8.6910781107e-24
Cellulomonas fimi ATCC 484	Bacteroides stercoris ATCC 43183	-0.303781888175	-	3.03781888175	3.70247588683e-18
Cellulomonas fimi ATCC 484	Bacteroides coprocola DSM 17136	-0.312866995928	-	3.12866995928	3.21675769987e-19
Bacteroides fragilis 3_1_12	Actinomyces sp. oral taxon 175 str. F0384	-0.308661104243	-	3.08661104243	1.00749113309e-18
Bacteroides fragilis 3_1_12	Actinomyces sp. oral taxon 170 str. F0386	-0.317997564099	-	3.17997564099	7.79352273971e-20
Streptococcus sp. C300	Streptococcus sp. M334	0.802645861548	+	8.02645861548	3.17700862653e-177
Streptococcus sp. C300	Streptococcus sp. M143	0.898953028143	+	8.98953028143	7.70051485943e-282
Aggregatibacter segnis ATCC 33393	Actinobacillus ureae ATCC 25976	0.814900186786	+	8.14900186786	6.09918387409e-187
Aggregatibacter segnis ATCC 33393	Haemophilus haemolyticus M21639	0.934446749634	+	9.34446749634	0.0
Aggregatibacter segnis ATCC 33393	Haemophilus influenzae F3047	0.922701967031	+	9.22701967031	0.0
Lactococcus lactis subsp. cremoris SK11	Corynebacterium urealyticum DSM 7109	-0.306124237622	-	3.06124237622	1.98820721882e-18
Lactococcus lactis subsp. cremoris SK11	Bacteroides stercoris ATCC 43183	-0.313608561383	-	3.13608561383	2.62523431036e-19
Lactococcus lactis subsp. cremoris SK11	Bacteroides coprosuis DSM 18011	-0.317599266054	-	3.17599266054	8.70884416299e-20
Lactococcus lactis subsp. cremoris SK11	Fusobacterium ulcerans ATCC 49185	-0.339576899368	-	3.39576899368	1.47474609727e-22
